"vess","year","week","adfg","towDur","obstot","nrswt","yfswt","fhswt","pflat","lat","long"
"A032",2019,13,685730,37.708,50.92,4.0974,22.22466,0.2435,0.521711704634721,57.75,-168.5
"A032",2019,13,685800,7.667,18.54,0.19676,14.33712,0.01096,0.784511326860841,58.25,-168.5
"A032",2019,14,625800,11.042,23.21,4.31759,13.25798,0.02325,0.758242998707454,58.25,-162.5
"A032",2019,14,665630,16.5,5.61,0.27152,1.34215,0.99615,0.465208556149733,56.75,-166.5
"A032",2019,14,665700,14.417,11.05,1.84428,3.45026,0.32767,0.508797285067873,57.25,-166.5
"A032",2019,14,675700,7.292,3.3,0.61635,0.52247,0.16453,0.394954545454546,57.25,-167.5
"A032",2019,16,635800,9.792,53.39,2.06805,41.37399,0.02781,0.81419460573141,58.25,-163.5
"A032",2019,22,655800,5.208,12.83,0.43711,11.37093,0.0189,0.92181917381138,58.25,-165.5
"A032",2019,23,655800,42.208,56.93,3.39122,41.65764,0.15725,0.794064816441244,58.25,-165.5
"A032",2019,24,645800,24.833,39.34,1.58585,31.94742,0.12844,0.855661159125572,58.25,-164.5
"A032",2019,24,655800,15.458,24.41,1.36877,17.25904,0.15633,0.769526423596886,58.25,-165.5
"A032",2019,24,665630,13,27.19,0.30344,3.96309,9.20366,0.495409709452004,56.75,-166.5
"A032",2019,24,665700,7.875,12.71,0.13388,2.76301,5.01075,0.622158929976397,57.25,-166.5
"A032",2019,24,675800,11.083,10.13,0.19303,5.21926,0.38191,0.571984205330701,58.25,-167.5
"A032",2019,25,655630,36.291,73.7,1.48292,17.12102,25.86018,0.603312347354138,56.75,-165.5
"A032",2019,25,665630,86.293,186.26,3.56934,37.30987,58.6392,0.534298346397509,56.75,-166.5
"A032",2019,25,665700,19,43.32,1.22241,17.89841,5.49931,0.568331717451524,57.25,-166.5
"A032",2019,26,665630,120.416,183.63,2.93723,50.27085,40.91104,0.512547622937429,56.75,-166.5
"A032",2019,26,665700,182.376,389.52,5.18472,166.2097,59.58585,0.592986932635038,57.25,-166.5
"A032",2019,26,675630,7.917,28.14,0.14953,2.81513,6.45809,0.334852523098792,56.75,-167.5
"A032",2019,27,665700,149.544,336.09,1.85616,145.15826,48.30879,0.581163408610789,57.25,-166.5
"A032",2019,27,675630,53.834,122.54,1.19342,10.74138,48.76555,0.4953513138567,56.75,-167.5
"A032",2019,28,665700,179.333,399.66,3.91247,145.66842,58.6039,0.520904744032428,57.25,-166.5
"A032",2019,28,675700,59.375,119.12,2.10655,38.59133,25.4404,0.5552239758227,57.25,-167.5
"A032",2019,29,665630,57.208,86.71,1.08133,20.05405,16.10833,0.429520355207012,56.75,-166.5
"A032",2019,29,665700,243.042,524.06,4.42186,193.16682,55.45258,0.482847880013739,57.25,-166.5
"A032",2019,30,665630,5.625,11.48,0.16481,1.99697,2.23297,0.382817944250871,56.75,-166.5
"A032",2019,30,665700,76.833,152.56,1.52486,56.7563,16.56758,0.490618379653907,57.25,-166.5
"A032",2019,30,665730,89.375,170.18,2.57443,68.35548,11.75538,0.485869608649665,57.75,-166.5
"A032",2019,31,665630,26.709,48.02,0.87284,9.90772,8.07158,0.392589337775927,56.75,-166.5
"A032",2019,31,665700,222.582,471.46,3.5889,123.61595,70.4095,0.419154010944725,57.25,-166.5
"A032",2019,31,665730,60.084,106.13,1.17995,33.23224,7.41139,0.394078771318195,57.75,-166.5
"A032",2019,31,675730,10.208,4.44,0.05587,3.01616,0.12447,0.719932432432432,57.75,-167.5
"A032",2019,32,655630,10.208,9.44,0.0639,2.52265,1.21403,0.402603813559322,56.75,-165.5
"A032",2019,32,655700,9.375,6.94,0.0107,4.1806,0.80225,0.719531700288184,57.25,-165.5
"A032",2019,32,665630,19.125,23.54,0.19055,2.68653,5.90263,0.372969838572642,56.75,-166.5
"A032",2019,32,665700,95.667,114.46,1.92623,38.04912,18.52668,0.51111331469509,57.25,-166.5
"A032",2019,32,675630,34.875,36.93,1.93906,3.3777,9.10937,0.390634443541836,56.75,-167.5
"A032",2019,32,675700,9.375,7.7,0.21636,3.44728,0.34806,0.521,57.25,-167.5
"A032",2019,32,685700,9.792,13.31,3.06172,1.07691,1.11668,0.394839218632607,57.25,-168.5
"A032",2019,33,655630,132.417,171.48,6.27217,39.61465,16.85482,0.365883135059482,56.75,-165.5
"A032",2019,33,665630,102.71,127.3,1.32378,25.8327,16.2658,0.341101963864886,56.75,-166.5
"A032",2019,33,675630,28.249,47.7,0.65634,1.0018,16.2903,0.376277568134172,56.75,-167.5
"A032",2019,33,685630,18.333,13.26,2.06914,1.40792,2.1703,0.425894419306184,56.75,-168.5
"A032",2019,33,685700,8.125,11.36,3.23671,0.89961,2.35647,0.571548415492958,57.25,-168.5
"A032",2019,34,655630,74.5,103.43,1.96839,33.30961,12.43669,0.461323503819008,56.75,-165.5
"A032",2019,34,675630,4.042,12.21,0.07685,0.29483,2.55283,0.239517608517608,56.75,-167.5
"A032",2019,34,685630,19.541,34.02,3.40011,2.03792,6.92536,0.363415343915344,56.75,-168.5
"A032",2019,34,685700,99.791,170.25,48.2991,23.14874,32.65615,0.61147718061674,57.25,-168.5
"A032",2019,35,665700,78.749,134.68,2.05593,44.38554,18.16536,0.479706192456192,57.25,-166.5
"A032",2019,35,665730,37.417,31.06,0.28054,12.07698,0.9508,0.428471345782357,57.75,-166.5
"A032",2019,35,675630,17.917,14.93,0.6941,1.26021,3.11965,0.339849966510382,56.75,-167.5
"A032",2019,35,675700,45.876,50.26,4.65478,19.79824,5.58397,0.597632113012336,57.25,-167.5
"A032",2019,35,675730,17.291,27.4,0.85162,13.32603,3.41106,0.641923722627737,57.75,-167.5
"A032",2019,35,685630,15.209,32,3.80484,1.48062,6.90309,0.3808921875,56.75,-168.5
"A032",2019,35,685700,72.708,102.59,25.33908,11.75908,16.59861,0.523411346135101,57.25,-168.5
"A032",2019,35,685730,8.125,12.84,0.96006,5.96094,2.16419,0.707569314641744,57.75,-168.5
"A032",2019,36,705800,41.417,70.24,1.54565,33.38686,10.15637,0.64192596810934,58.25,-170.5
"A032",2019,36,705830,151.793,287.09,3.6215,141.70362,14.92515,0.558188268487234,58.75,-170.5
"A032",2019,36,715830,16.167,32.1,0.75953,12.42004,1.68729,0.463142056074766,58.75,-171.5
"A032",2019,37,675630,6.25,13.13,1.40594,0.5586,2.74737,0.358865955826352,56.75,-167.5
"A032",2019,37,675700,3.75,3.15,0.38412,0.86137,0.16566,0.447984126984127,57.25,-167.5
"A032",2019,37,695800,8.292,12.26,0.02092,9.69849,0.02736,0.795005709624796,58.25,-169.5
"A032",2019,37,695830,8.625,11.37,0.03348,9.40646,0.12772,0.841482849604222,58.75,-169.5
"A032",2019,37,705800,57.208,109.23,0.78225,63.16749,5.60638,0.636785864689188,58.25,-170.5
"A032",2019,37,705830,52.875,76.85,0.3058,55.27169,1.71134,0.745462979830839,58.75,-170.5
"A032",2019,38,655630,42.667,41.47,0.76606,19.04013,4.31068,0.581549795032554,56.75,-165.5
"A032",2019,38,655700,8.125,9.23,0.10235,4.14544,0.84386,0.551641386782232,57.25,-165.5
"A032",2019,38,665630,9.083,10.06,0.40845,4.65298,0.94039,0.596602385685885,56.75,-166.5
"A032",2019,38,665700,18.542,17.44,0.38366,7.26722,1.26757,0.511379013761468,57.25,-166.5
"A032",2019,38,675700,6.25,5.45,0.32877,1.57292,0.44301,0.430220183486239,57.25,-167.5
"A032",2019,38,675730,24.625,37.39,0.7624,13.33557,4.31441,0.49244129446376,57.75,-167.5
"A032",2019,38,695800,78.708,145.13,0.85019,67.72297,5.87231,0.512957141872804,58.25,-169.5
"A032",2019,38,695830,9.167,5.27,0.05676,2.05989,0.05263,0.411628083491461,58.75,-169.5
"A032",2019,38,705800,24.667,19.97,0.14932,6.19142,1.14589,0.374893840761142,58.25,-170.5
"A032",2019,38,705830,34.584,50.2,1.45261,18.77102,2.89032,0.460437250996016,58.75,-170.5
"A032",2019,38,715830,7.708,15.11,0.45431,3.25578,1.55394,0.348380542686962,58.75,-171.5
"A032",2019,39,655630,26.458,20.38,0.59167,7.23114,2.01588,0.482762021589794,56.75,-165.5
"A032",2019,39,665630,58.625,87.22,0.76346,14.87131,26.72501,0.485665902315983,56.75,-166.5
"A032",2019,39,665700,9.167,3.44,0.00653,1.54074,0.09855,0.478436046511628,57.25,-166.5
"A032",2019,39,665730,10.208,10.38,0.32354,3.34793,0.68552,0.419748554913295,57.75,-166.5
"A032",2019,39,675630,23.125,14.07,0.14509,1.61737,4.02676,0.41145842217484,56.75,-167.5
"A032",2019,39,675730,36.5,36.81,0.50588,18.15452,3.47198,0.601259983700081,57.75,-167.5
"A032",2019,41,655700,6.667,10.04,0.01571,6.44554,0.17143,0.660625498007968,57.25,-165.5
"A032",2019,41,665630,8.75,3.4,0.0516,0.70511,0.89187,0.484876470588235,56.75,-166.5
"A032",2019,41,665700,61.499,57.93,0.21798,32.07893,1.10785,0.576640082858622,57.25,-166.5
"A032",2019,41,665730,56.083,71.52,0.2805,41.65589,2.64843,0.623389541387025,57.75,-166.5
"A032",2019,41,675730,36.126,45.53,0.19764,19.04992,1.87439,0.463912804744125,57.75,-167.5
"A032",2019,42,645630,28.041,20.83,0.31562,12.37691,0.5735,0.636871339414306,56.75,-164.5
"A032",2019,42,645700,20.792,11.4,0.26732,5.54617,0.31496,0.537583333333333,57.25,-164.5
"A032",2019,42,655630,21.375,14.16,0.08311,8.15403,0.53611,0.619579802259887,56.75,-165.5
"A032",2019,42,655700,71.332,61.72,0.32926,42.02071,1.52121,0.710809786130914,57.25,-165.5
"A032",2019,42,655730,29.417,15.62,0.21381,8.11802,1.06709,0.601723431498079,57.75,-165.5
"A032",2019,42,665700,15.708,9.04,0.03595,5.40919,0.26416,0.631559734513275,57.25,-166.5
"A032",2019,42,665730,10.208,4.38,0.01025,1.50351,0.01725,0.349545662100457,57.75,-166.5
"A032",2019,42,675800,8.833,8.01,2.12845,2.58235,0.01386,0.589845193508115,58.25,-167.5
"A032",2019,42,685730,19.125,19.22,0.07577,13.86648,0.29695,0.740853277835588,57.75,-168.5
"A032",2019,42,685800,27.833,16.08,0.25339,8.23666,0.21468,0.541338930348259,58.25,-168.5
"A032",2019,42,695800,19.459,10.46,0.09804,5.65378,0.04944,0.554613766730402,58.25,-169.5
"A032",2019,43,655630,10.208,5.37,0.03513,1.84643,0.01694,0.353538175046555,56.75,-165.5
"A034",1998,35,NA,5,23.86,0.13944,9.2884,1.88293,0.474047359597653,NA,NA
"A034",1998,36,NA,63.334,212.69,2.17348,88.16115,15.56501,0.497906060463585,NA,NA
"A034",1998,37,NA,45.208,127.12,2.1176,52.45927,6.92597,0.48381718061674,NA,NA
"A034",1998,38,NA,84.332,289.43,4.66539,123.60764,11.90276,0.484316725978648,NA,NA
"A034",1998,39,NA,56.249,189.73,1.87411,88.05554,9.21094,0.522535128867338,NA,NA
"A034",1998,40,NA,10,14.74,0.16958,9.83061,0.40971,0.70623473541384,NA,NA
"A034",1998,41,NA,35.208,99.98,0.41073,40.89077,3.16407,0.444744648929786,NA,NA
"A034",1998,42,NA,33.75,120.73,1.18335,77.78828,3.19166,0.680554046218835,NA,NA
"A034",1998,43,NA,51.667,150.7,1.49934,89.98819,5.40898,0.642976177836762,NA,NA
"A034",1998,44,NA,85.417,254.48,2.85574,103.76533,8.93067,0.454070025149324,NA,NA
"A034",1998,45,NA,26.043,28.4,0.41276,16.13651,1.01467,0.618448591549296,NA,NA
"A034",1999,10,NA,9.167,35.3,1.20609,21.23508,1.14233,0.668087818696884,NA,NA
"A034",1999,11,NA,60.208,198.47,4.69989,76.22399,32.75043,0.572753111301456,NA,NA
"A034",1999,12,NA,17.5,17.52,0.32979,8.63008,0.53666,0.542039383561644,NA,NA
"A034",1999,13,NA,18.542,26.37,0.50559,14.27875,2.2643,0.646516496018202,NA,NA
"A034",1999,15,NA,8.125,28.02,0.4282,0.22344,10.58139,0.400893290506781,NA,NA
"A034",1999,29,NA,56.249,113.66,1.71756,1.99977,65.45324,0.608574432518036,NA,NA
"A034",1999,30,NA,5,20.74,0.09795,0.51421,15.96025,0.799055448408872,NA,NA
"A034",1999,32,NA,6.042,7.89,0.10677,0.42147,4.81043,0.676637515842839,NA,NA
"A034",1999,33,NA,4.583,17.09,0.17263,1.27198,5.20604,0.389154476301931,NA,NA
"A034",1999,41,NA,10.833,33.35,0.32908,18.98856,1.20797,0.615460569715142,NA,NA
"A034",1999,42,NA,12.708,35.12,0.52881,19.67716,1.3248,0.613062927107061,NA,NA
"A034",2000,14,665630,39.792,96.04,3.50572,0.3232,40.03576,0.456733444398167,56.75,-166.5
"A034",2000,15,665630,43.75,115.24,3.10472,0.36401,35.79715,0.340731343283582,56.75,-166.5
"A034",2000,15,675630,7.5,9.87,0.36192,0.01019,3.56824,0.399224924012158,56.75,-167.5
"A034",2000,16,665630,17.292,32.67,0.50296,0.24178,18.44909,0.587506274869911,56.75,-166.5
"A034",2000,32,655630,9.583,27.72,0.27082,6.89955,1.78331,0.323004329004329,56.75,-165.5
"A034",2000,32,665630,15.833,31.59,0.16111,1.7552,7.82901,0.308493827160494,56.75,-166.5
"A034",2000,33,675630,20.208,36.18,0.15057,0.20051,11.98263,0.340898562741846,56.75,-167.5
"A034",2000,33,685630,9.583,6.9,0.08735,0.0395,1.78094,0.276491304347826,56.75,-168.5
"A034",2000,34,645600,15.416,24.53,1.79985,5.2611,1.31392,0.341413371381981,56.25,-164.5
"A034",2000,34,655630,18.541,13.69,0.83287,6.12754,0.28888,0.529531775018261,56.75,-165.5
"A034",2000,34,665630,28.959,61.95,0.36586,5.12386,14.30892,0.319590637610977,56.75,-166.5
"A034",2000,35,655630,71.459,98.06,4.81754,36.18775,8.52193,0.505070569039364,56.75,-165.5
"A034",2000,35,655700,28.75,32.8,0.2189,22.70776,0.82815,0.724232012195122,57.25,-165.5
"A034",2000,35,655730,6.458,4.48,0.07434,1.69505,0.04758,0.405573660714286,57.75,-165.5
"A034",2000,35,665700,22.5,15.4,0.10969,8.0473,0.49561,0.561857142857143,57.25,-166.5
"A034",2000,35,675630,6.25,7.97,0.05346,0.27174,2.21624,0.318875784190715,56.75,-167.5
"A034",2000,36,645600,13.958,14.71,1.11391,3.328,0.2962,0.322101291638341,56.25,-164.5
"A034",2000,36,645630,19.167,14.98,0.20752,4.43824,0.06228,0.314288384512684,56.75,-164.5
"A034",2000,36,655630,29.959,26.22,0.77114,13.45468,0.50998,0.562006102212052,56.75,-165.5
"A034",2000,36,665630,22.5,38.3,0.38219,7.32048,14.38976,0.576825848563969,56.75,-166.5
"A034",2000,37,645630,4.792,12.29,0.28241,6.28544,0.32439,0.56080065093572,56.75,-164.5
"A034",2000,37,655600,25.833,74.85,1.85077,17.7632,12.0263,0.422715698062792,56.25,-165.5
"A034",2000,37,655630,107.292,183.56,2.4235,125.79688,3.71857,0.718778328611898,56.75,-165.5
"A034",2000,37,665630,29.584,59.09,1.19599,9.31392,9.24234,0.334273988830597,56.75,-166.5
"A034",2000,38,645600,12.917,11.35,0.24921,4.10461,0.29275,0.409389427312775,56.25,-164.5
"A034",2000,38,645630,33.333,117.6,1.23792,88.22559,0.88617,0.768279591836735,56.75,-164.5
"A034",2000,38,655600,21.042,21.45,0.53901,8.34264,1.53761,0.485746386946387,56.25,-165.5
"A034",2000,38,655630,15,7.62,0.2329,5.06402,0.08002,0.705635170603674,56.75,-165.5
"A034",2000,39,655630,16.667,17.53,0.1123,11.23436,1.46509,0.730847119224187,56.75,-165.5
"A034",2000,39,665600,36.25,77.81,0.27117,23.87626,5.39032,0.379613802853104,56.25,-166.5
"A034",2000,39,665630,46.875,129.29,0.53828,54.05894,27.18018,0.632511408461598,56.75,-166.5
"A034",2000,40,645600,17.708,25.65,0.19524,12.24038,0.82086,0.516821832358675,56.25,-164.5
"A034",2000,40,645630,7.5,13.42,0.06587,12.47051,0.05452,0.938219076005961,56.75,-164.5
"A034",2000,40,665600,16.875,19.46,0.07823,8.12912,0.63879,0.454580678314491,56.25,-166.5
"A034",2000,41,645630,111.042,255.41,2.93551,221.1879,1.5636,0.883626365451627,56.75,-164.5
"A034",2000,42,645600,18.333,32.45,0.67382,12.44086,1.3439,0.445564869029276,56.25,-164.5
"A034",2000,42,645630,17.917,55.46,0.4455,49.41038,0.56468,0.909133790119005,56.75,-164.5
"A034",2000,42,665630,17.083,40.46,0.44989,19.74914,6.27696,0.654374443895205,56.75,-166.5
"A034",2000,43,645630,42.5,105.18,0.63592,87.33902,0.58707,0.84200427837992,56.75,-164.5
"A034",2000,43,655630,6.458,17.18,0.0539,11.23774,0.17517,0.667451105937136,56.75,-165.5
"A034",2000,43,665600,30,78.65,0.41593,44.74399,6.17169,0.652658741258741,56.25,-166.5
"A034",2000,43,665630,15.833,23.81,0.2274,8.23527,2.62014,0.465468710625787,56.75,-166.5
"A034",2000,44,645630,10,14.8,0.11521,12.07811,0.22082,0.838793243243243,56.75,-164.5
"A034",2000,44,665600,45.208,61,0.72591,20.33692,1.95924,0.377410983606557,56.25,-166.5
"A034",2000,44,665630,14.583,19,0.22558,5.70959,3.394,0.491008947368421,56.75,-166.5
"A034",2001,12,635700,29.792,40.26,3.3032,14.37261,0.4619,0.450514406358669,57.25,-163.5
"A034",2001,12,645600,5,2.66,0.69294,0.00186,0.23005,0.347687969924812,56.25,-164.5
"A034",2001,12,645630,12.5,15.56,0.7604,6.7928,0.3797,0.5098264781491,56.75,-164.5
"A034",2001,12,645700,31.666,58.45,3.02193,22.20968,1.29562,0.453844824636441,57.25,-164.5
"A034",2001,13,655700,32.708,31,0.53688,11.64583,1.96618,0.456415806451613,57.25,-165.5
"A034",2001,13,655730,6.875,23,0.92836,16.16885,0.10057,0.747729565217391,57.75,-165.5
"A034",2001,14,645630,8.75,7.17,0.11195,4.72693,0.14927,0.695697350069735,56.75,-164.5
"A034",2001,14,645700,6.25,3.83,0.03603,2.2699,0.01802,0.60677545691906,57.25,-164.5
"A034",2001,14,655630,6.25,2.33,0.08985,0.02995,0.37935,0.214227467811159,56.75,-165.5
"A034",2001,14,655700,20.417,47.87,0.76306,37.21676,0.06033,0.794655316482139,57.25,-165.5
"A034",2001,14,655730,6.042,1.71,0.04169,0.71702,0.00834,0.448567251461988,57.75,-165.5
"A034",2001,15,645700,5.833,6.76,0.33345,4.41176,0.00769,0.703091715976331,57.25,-164.5
"A034",2001,34,655430,8.125,9.61,0.30718,0.2611,1.37615,0.202334027055151,54.75,-165.5
"A034",2001,37,655630,7.708,3.5,0.00745,1.86335,0.0559,0.550485714285714,56.75,-165.5
"A034",2002,4,635500,2.5,14.34,0.77633,6.28418,0.58926,0.533456764295676,55.25,-163.5
"A034",2002,9,645630,12.084,47.91,0.35444,20.24041,2.40081,0.479976205385097,56.75,-164.5
"A034",2002,10,645630,46.667,196.56,1.04889,132.88861,2.23919,0.692799603174603,56.75,-164.5
"A034",2002,11,645630,26.458,48.9,0.37135,14.23278,1.58488,0.331063599182004,56.75,-164.5
"A034",2002,11,655700,3.125,18.2,0.06345,13.65264,0.21679,0.765542857142857,57.25,-165.5
"A034",2002,14,765830,5.208,16,0.22752,0.05534,12.44581,0.795541875,58.75,-176.5
"A034",2002,16,655700,6.25,15.75,0.47365,6.83402,0.11451,0.471249523809524,57.25,-165.5
"A034",2002,17,645700,5,6.69,0.23202,3.75523,0.02535,0.599790732436472,57.25,-164.5
"A034",2002,17,655630,8.542,4.93,0.34893,0.62349,0.3686,0.272012170385396,56.75,-165.5
"A034",2002,17,655700,45.416,83.62,3.32384,41.23111,0.37947,0.537364506099019,57.25,-165.5
"A034",2002,19,635500,8.75,5.99,0.35133,1.83933,0.14673,0.390215358931553,55.25,-163.5
"A034",2002,27,655600,3.75,1.02,0.10936,0.21467,0.12792,0.443088235294118,56.25,-165.5
"A034",2002,29,655630,5,6.31,0.09937,1.90459,0.7225,0.43208557844691,56.75,-165.5
"A034",2002,29,655700,37.5,70.02,0.63551,21.54671,20.87889,0.614983004855755,57.25,-165.5
"A034",2002,29,665700,14.999,23.29,0.63781,9.50772,2.81317,0.556406182911121,57.25,-166.5
"A034",2002,30,685630,63.75,112.67,2.45425,0.50379,68.91227,0.637883287476702,56.75,-168.5
"A034",2002,31,635800,5,6.14,0.6475,1.225,0.112,0.323208469055375,58.25,-163.5
"A034",2002,31,655730,87.291,181.57,3.25309,83.90889,2.39604,0.493242385856694,57.75,-165.5
"A034",2002,31,655800,5.417,4.26,0.48658,1.50909,0.03701,0.477154929577465,58.25,-165.5
"A034",2002,31,665730,5.417,5,0.07838,1.71547,0.06211,0.371192,57.75,-166.5
"A034",2002,31,675700,9.375,5.27,0.27775,1.79968,0.20766,0.433603415559772,57.25,-167.5
"A034",2002,31,675730,26.459,91.42,0.8558,23.56883,1.85418,0.287451432946839,57.75,-167.5
"A034",2002,32,655700,22.291,39.93,0.94536,19.87841,2.59597,0.586519909842224,57.25,-165.5
"A034",2002,32,655730,95.416,177.9,3.9184,70.63242,2.20061,0.43143018549747,57.75,-165.5
"A034",2002,33,655630,22.084,16.04,0.66965,5.66086,2.29237,0.537586034912718,56.75,-165.5
"A034",2002,33,655700,45.625,43.77,0.7587,23.17927,2.34257,0.600423577793009,57.25,-165.5
"A034",2002,33,655730,100.624,177.36,3.80245,78.1849,1.3385,0.469811964366261,57.75,-165.5
"A034",2002,34,655700,11.875,10.65,0.46557,4.90868,0.81793,0.581425352112676,57.25,-165.5
"A034",2002,34,655730,64.583,83.11,2.55224,35.1042,1.24881,0.468117555047527,57.75,-165.5
"A034",2002,34,665700,60.209,93.89,4.23172,36.72351,21.56781,0.665917989136223,57.25,-166.5
"A034",2002,35,655630,16.25,15.37,0.97649,6.76725,1.66311,0.612026675341575,56.75,-165.5
"A034",2002,35,655700,61.457,82.65,3.57696,51.97834,5.22125,0.735348457350272,57.25,-165.5
"A034",2002,35,665700,82.291,104.63,5.64442,40.96864,16.47869,0.602998661951639,57.25,-166.5
"A034",2002,35,665730,7.292,12.9,0.53265,3.07935,2.1389,0.445806201550388,57.75,-166.5
"A034",2002,36,655700,83.25,80.62,2.69382,54.20793,2.88268,0.741558298189035,57.25,-165.5
"A034",2002,36,655730,29.584,37.69,0.81459,22.07038,0.72861,0.626521093128151,57.75,-165.5
"A034",2002,36,665700,25,26.44,1.68431,15.08574,2.98901,0.747316944024206,57.25,-166.5
"A034",2002,36,665730,10,7.91,0.23602,4.78908,0.22227,0.663384323640961,57.75,-166.5
"A034",2002,37,655630,8.75,6.53,0.12348,4.20653,0.47334,0.735581929555896,56.75,-165.5
"A034",2002,37,655700,53.542,66.39,1.85938,40.74665,1.58364,0.665607320379575,57.25,-165.5
"A034",2002,37,655730,49.375,99.34,2.50322,66.32126,2.38556,0.716831487819609,57.75,-165.5
"A034",2002,37,665700,28.958,34.6,1.17788,18.66819,1.82935,0.626457225433526,57.25,-166.5
"A034",2002,37,665730,37.083,68.03,0.98528,47.55232,1.52158,0.735839776569161,57.75,-166.5
"A034",2002,38,655700,10,10.9,0.15534,5.46942,0.86087,0.595011926605505,57.25,-165.5
"A034",2002,38,665630,19.167,35.91,0.78118,5.32313,11.29393,0.484495683653578,56.75,-166.5
"A034",2002,38,665700,6.25,4.42,0.11582,2.61537,0.65182,0.765386877828054,57.25,-166.5
"A034",2002,38,665730,39.583,122.79,1.61274,93.79373,1.74037,0.791162472514048,57.75,-166.5
"A034",2002,39,655630,8.75,10.79,0.06198,8.18849,0.22727,0.78570342910102,56.75,-165.5
"A034",2002,39,655700,37.501,45.9,0.44894,30.21568,1.06129,0.691196296296296,57.25,-165.5
"A034",2002,39,655730,45.625,75.16,1.1082,43.07094,1.98877,0.614261708355508,57.75,-165.5
"A034",2002,39,665730,128.751,139.44,1.26376,108.81491,1.54614,0.800522160068847,57.75,-166.5
"A034",2002,40,655730,57.084,87.15,1.41597,69.88524,1.10763,0.830853012048193,57.75,-165.5
"A034",2002,40,665730,48.666,77.43,0.72225,56.91651,2.1214,0.771795944724267,57.75,-166.5
"A034",2002,41,655730,16.167,9,0.10456,6.16087,0.20217,0.718622222222222,57.75,-165.5
"A034",2002,41,665700,52.25,80.38,1.23178,42.12784,5.46603,0.607435307290371,57.25,-166.5
"A034",2002,41,665730,44.333,69.5,0.46475,51.02143,1.48409,0.762162158273381,57.75,-166.5
"A034",2002,41,675700,71.625,145.6,2.36478,84.92358,9.12119,0.662153502747253,57.25,-167.5
"A034",2002,41,675730,10,7,0.10102,5.19423,0.14311,0.776908571428571,57.75,-167.5
"A034",2002,42,665700,74.376,138.81,2.07724,74.73729,10.31718,0.627704848353865,57.25,-166.5
"A034",2002,42,675700,8.542,35.63,0.67655,23.86962,1.60681,0.734015717092338,57.25,-167.5
"A034",2003,3,635500,7.5,16.97,0.6248,0.7155,2.12787,0.204370654095463,55.25,-163.5
"A034",2003,5,625600,7.917,8.19,0.57543,1.49485,0.05917,0.260006105006105,56.25,-162.5
"A034",2003,6,625600,28.542,34.13,2.4441,6.43746,0.28675,0.268629065338412,56.25,-162.5
"A034",2003,7,645600,15.208,35.04,2.43834,1.66274,3.30368,0.211323059360731,56.25,-164.5
"A034",2003,8,645630,6.667,4.26,0.14772,2.50233,0.07897,0.640615023474178,56.75,-164.5
"A034",2003,8,645700,70.042,177.97,9.37175,98.87521,0.89838,0.613279429117267,57.25,-164.5
"A034",2003,9,645630,16.041,14.61,0.40232,8.39766,0.10464,0.609488021902806,56.75,-164.5
"A034",2003,9,655630,10.208,18.04,0.40651,13.45003,0.06486,0.77169623059867,56.75,-165.5
"A034",2003,10,715700,16.25,73.11,1.6249,41.58486,0.46946,0.597445219532212,57.25,-171.5
"A034",2003,10,715730,3.958,9.37,0.50837,2.88662,0.16602,0.380043756670224,57.75,-171.5
"A034",2003,11,705630,5,9.89,0.40366,0.25551,5.03289,0.575536905965622,56.75,-170.5
"A034",2003,11,715700,9.041,42.42,1.80027,28.22629,0.18626,0.712230551626591,57.25,-171.5
"A034",2003,12,715730,2.917,16.97,0.08334,4.61492,0.73443,0.320134944018857,57.75,-171.5
"A034",2003,15,715800,33.75,80.09,1.56928,35.17648,0.8931,0.469957048320639,58.25,-171.5
"A034",2003,16,715800,33.958,89.01,2.36427,41.7547,1.03913,0.507337377822716,58.25,-171.5
"A034",2003,16,735800,2.292,1.25,0.04275,0.39612,0.038,0.381496,58.25,-173.5
"A034",2003,19,645600,3.75,5.52,1.49659,0.89479,0.86549,0.59001268115942,56.25,-164.5
"A034",2003,19,645630,3.542,4.73,0.93315,1.58811,0.88209,0.719524312896406,56.75,-164.5
"A034",2003,29,715800,10.625,1,0.09072,0.02094,0.1605,0.27216,58.25,-171.5
"A034",2003,30,685830,5.208,10.9,0.32921,2.30444,0.03292,0.244639449541284,58.75,-168.5
"A034",2003,30,695900,6.25,8.28,0.25227,2.32647,0.04204,0.316519323671498,59.25,-169.5
"A034",2003,30,715800,67.959,107.03,7.18177,0.54672,33.89753,0.388919181537887,58.25,-171.5
"A034",2003,30,725800,10.625,6.91,0.64839,0.02316,2.06096,0.395442836468886,58.25,-172.5
"A034",2003,31,655700,6.667,6.44,0.18495,3.73785,0.4283,0.675636645962733,57.25,-165.5
"A034",2003,31,665700,10.125,13.12,0.58389,6.53219,2.31457,0.718799542682927,57.25,-166.5
"A034",2003,31,665730,56.042,95.69,3.77643,44.8346,2.98273,0.539176089455534,57.75,-166.5
"A034",2003,31,675700,7.292,9.78,0.46307,1.21941,2.97907,0.476641104294479,57.25,-167.5
"A034",2003,31,685630,37.791,52.98,1.90413,0.5125,27.55948,0.565800490751227,56.75,-168.5
"A034",2003,32,665730,127.458,189.79,7.41889,90.15002,7.05241,0.551247800200221,57.75,-166.5
"A034",2003,32,675630,6.667,4.46,0.53764,0.39101,0.6354,0.350683856502242,56.75,-167.5
